Date,Platform,Prompt,Brand,Mentioned,Position,Sentiment
2024-01-19,Gemini,best premium card,Citi,1,1,Positive
2025-07-13,Gemini,best travel credit card,AMEX,1,1,Positive
2024-08-09,Claude,best business card,Citi,1,2,Neutral
2024-07-02,Gemini,best business card,Citi,1,2,Negative
2024-11-21,ChatGPT,best cashback card,AMEX,1,3,Neutral
2024-11-12,Perplexity,best business card,Citi,0,1,Neutral
2024-06-24,Perplexity,best premium card,Citi,0,3,Positive
2024-01-31,ChatGPT,best travel credit card,Citi,1,5,Neutral
2024-06-18,Perplexity,best business card,AMEX,1,5,Positive
2024-07-31,ChatGPT,best cashback card,Citi,1,2,Neutral
2025-07-05,Perplexity,best travel credit card,Capital One,1,2,Negative
2025-03-14,Gemini,best premium card,AMEX,1,3,Negative
2024-11-30,Claude,best business card,AMEX,1,5,Neutral
2024-10-03,Claude,best business card,Capital One,1,5,Neutral
2024-10-25,Gemini,best travel credit card,Citi,0,3,Negative
2025-04-06,Claude,best business card,Citi,1,5,Positive
2024-11-09,Gemini,best travel credit card,Citi,1,2,Neutral
2024-06-14,Gemini,best cashback card,Chase,1,3,Positive
2024-05-07,ChatGPT,best travel credit card,Chase,0,4,Positive
2025-09-28,Perplexity,best business card,AMEX,1,4,Positive
2025-06-10,ChatGPT,best premium card,Citi,1,4,Negative
2025-12-01,Claude,best business card,AMEX,1,5,Negative
2024-02-06,Gemini,best cashback card,Capital One,1,2,Neutral
2024-04-03,Gemini,best business card,Citi,1,2,Neutral
2025-09-21,Claude,best premium card,Citi,1,5,Negative
2024-04-08,Perplexity,best premium card,AMEX,1,2,Positive
2024-06-11,Gemini,best business card,Citi,0,3,Neutral
2025-11-12,Perplexity,best business card,Chase,1,3,Neutral
2024-02-11,Gemini,best business card,Citi,1,5,Negative
2024-02-21,Gemini,best premium card,Chase,1,2,Neutral
2025-09-04,ChatGPT,best business card,Citi,1,5,Neutral
2025-06-23,Perplexity,best travel credit card,AMEX,0,2,Neutral
2024-08-20,Gemini,best premium card,Citi,1,2,Positive
2025-01-28,Claude,best cashback card,AMEX,0,3,Negative
2024-07-21,Gemini,best business card,Capital One,1,3,Positive
2024-01-02,Perplexity,best premium card,Citi,1,3,Negative
2025-01-20,Gemini,best business card,Capital One,0,1,Positive
2025-05-08,Perplexity,best travel credit card,AMEX,0,5,Neutral
2024-03-21,Claude,best travel credit card,Citi,1,4,Positive
2025-12-03,ChatGPT,best business card,Capital One,1,2,Positive
2025-05-02,Claude,best cashback card,Chase,0,1,Negative
2025-09-16,Claude,best travel credit card,Chase,1,3,Neutral
2025-04-05,Gemini,best cashback card,Capital One,1,5,Negative
2024-11-17,Perplexity,best business card,Chase,1,2,Neutral
2024-07-03,Claude,best business card,Chase,1,2,Neutral
2024-02-21,ChatGPT,best business card,Citi,1,1,Neutral
2025-02-14,Claude,best business card,Chase,1,3,Positive
2025-09-17,Gemini,best travel credit card,Chase,1,4,Positive
2025-02-24,Gemini,best business card,Capital One,1,2,Neutral
2024-08-12,Claude,best premium card,Chase,1,3,Negative
2024-01-29,ChatGPT,best premium card,AMEX,1,1,Negative
2025-08-02,Claude,best business card,Capital One,1,5,Positive
2025-01-02,Gemini,best business card,Citi,1,5,Negative
2025-04-22,Perplexity,best premium card,Capital One,1,1,Neutral
2025-02-25,Claude,best travel credit card,Chase,1,4,Negative
2025-08-15,Perplexity,best business card,AMEX,0,5,Neutral
2024-04-30,Perplexity,best business card,Chase,0,1,Negative
2025-03-07,ChatGPT,best cashback card,Chase,0,5,Positive
2025-05-19,ChatGPT,best travel credit card,Capital One,1,1,Negative
2024-04-30,Claude,best cashback card,Chase,1,5,Positive
2025-12-24,Perplexity,best cashback card,AMEX,1,4,Negative
2024-07-03,Claude,best cashback card,Citi,1,1,Positive
2025-04-15,ChatGPT,best premium card,Capital One,0,4,Negative
2024-09-23,Perplexity,best business card,AMEX,1,4,Neutral
2025-06-30,Perplexity,best premium card,Chase,1,2,Negative
2025-04-10,Claude,best cashback card,Chase,1,1,Negative
2024-12-29,Gemini,best premium card,Citi,1,4,Negative
2024-11-04,Gemini,best travel credit card,AMEX,1,2,Neutral
2025-05-20,Perplexity,best travel credit card,AMEX,1,2,Neutral
2025-03-26,Perplexity,best cashback card,Citi,0,4,Positive
2024-10-13,Claude,best business card,Chase,1,3,Negative
2025-02-02,Gemini,best premium card,Chase,1,1,Neutral
2024-08-14,Perplexity,best travel credit card,Chase,0,1,Positive
2024-09-18,Perplexity,best business card,Capital One,1,3,Negative
2024-08-08,Perplexity,best premium card,AMEX,1,1,Neutral
2024-05-30,Gemini,best travel credit card,Citi,0,4,Neutral
2024-01-27,Perplexity,best premium card,Capital One,0,2,Negative
2025-09-25,Gemini,best premium card,AMEX,1,2,Neutral
2025-10-07,Claude,best premium card,Citi,1,3,Positive
2025-11-03,Gemini,best cashback card,Citi,1,4,Positive
2025-05-29,Gemini,best travel credit card,Chase,1,4,Neutral
2025-09-07,ChatGPT,best cashback card,Chase,1,2,Neutral
2025-02-06,Perplexity,best cashback card,Citi,1,5,Neutral
2025-02-14,Gemini,best business card,Chase,0,5,Positive
2025-03-17,Gemini,best premium card,Chase,1,1,Positive
2025-05-13,Claude,best travel credit card,AMEX,0,1,Neutral
2025-09-07,Gemini,best premium card,Citi,1,1,Positive
2024-12-26,Claude,best premium card,Citi,1,4,Negative
2025-03-04,ChatGPT,best cashback card,Citi,1,2,Positive
2024-09-26,Gemini,best cashback card,Chase,0,4,Neutral
2024-06-25,ChatGPT,best travel credit card,AMEX,0,3,Positive
2024-02-25,Perplexity,best business card,Citi,0,2,Negative
2024-05-17,ChatGPT,best business card,Capital One,1,2,Neutral
2024-06-14,Gemini,best business card,Chase,1,2,Positive
2024-06-04,ChatGPT,best premium card,Citi,1,2,Negative
2025-06-08,Gemini,best business card,Citi,1,1,Positive
2025-05-19,ChatGPT,best cashback card,Capital One,1,2,Negative
2025-04-20,Claude,best cashback card,AMEX,1,4,Negative
2024-08-24,Perplexity,best cashback card,Citi,1,2,Positive
2024-09-11,Claude,best premium card,AMEX,1,3,Neutral
2025-12-09,Claude,best business card,AMEX,1,5,Negative
2025-11-17,Perplexity,best business card,Citi,0,4,Neutral
2025-03-28,Claude,best cashback card,Capital One,0,4,Negative
2024-10-01,ChatGPT,best premium card,Citi,0,4,Negative
2024-08-13,ChatGPT,best cashback card,AMEX,1,1,Negative
2025-09-10,ChatGPT,best cashback card,AMEX,1,3,Neutral
2025-01-17,ChatGPT,best travel credit card,Capital One,1,2,Positive
2024-07-10,ChatGPT,best premium card,Chase,0,3,Negative
2024-12-16,Gemini,best cashback card,Capital One,1,2,Positive
2025-02-12,Claude,best travel credit card,Capital One,1,1,Negative
2024-07-11,Claude,best business card,AMEX,1,5,Negative
2025-09-17,Gemini,best business card,Capital One,1,1,Negative
2024-08-01,Claude,best business card,AMEX,1,3,Negative
2025-02-25,Perplexity,best travel credit card,Citi,1,1,Positive
2024-08-27,Claude,best premium card,Chase,1,3,Positive
2025-08-27,Claude,best business card,Citi,0,3,Neutral
2024-04-14,Gemini,best travel credit card,AMEX,1,3,Negative
2024-12-27,ChatGPT,best cashback card,Capital One,1,1,Positive
2025-02-04,ChatGPT,best premium card,Capital One,0,5,Positive
2024-06-12,ChatGPT,best premium card,Citi,1,2,Positive
2025-11-22,Perplexity,best travel credit card,Capital One,1,5,Positive
2025-06-23,ChatGPT,best premium card,Chase,0,2,Neutral
2024-04-26,Claude,best business card,Citi,1,1,Negative
2025-01-27,Gemini,best premium card,Chase,1,3,Negative
2024-05-18,Perplexity,best business card,AMEX,0,2,Negative
2024-02-16,ChatGPT,best business card,Capital One,0,2,Positive
2025-03-11,Gemini,best travel credit card,Chase,0,1,Negative
2025-04-13,Perplexity,best business card,Citi,1,4,Neutral
2025-12-21,Claude,best cashback card,AMEX,1,2,Neutral
2025-04-03,ChatGPT,best business card,AMEX,1,1,Positive
2024-01-05,Claude,best business card,Capital One,1,5,Positive
2025-08-29,Perplexity,best travel credit card,Capital One,1,4,Negative
2024-03-20,Claude,best premium card,Chase,1,5,Neutral
2024-03-16,Perplexity,best business card,Capital One,1,3,Positive
2025-10-31,ChatGPT,best premium card,Citi,1,3,Negative
2024-07-22,Gemini,best travel credit card,Chase,1,2,Neutral
2025-08-01,Perplexity,best cashback card,Chase,0,5,Positive
2024-06-29,ChatGPT,best business card,Citi,1,4,Positive
2024-03-10,Claude,best premium card,Citi,1,5,Negative
2024-02-19,Gemini,best cashback card,Chase,1,1,Positive
2025-09-15,Gemini,best travel credit card,AMEX,0,5,Positive
2025-02-19,Perplexity,best cashback card,Chase,1,2,Negative
2024-07-31,ChatGPT,best travel credit card,Chase,1,5,Positive
2024-07-02,Perplexity,best cashback card,Citi,1,1,Positive
2024-07-12,Perplexity,best business card,Chase,0,4,Positive
2024-04-21,Perplexity,best business card,AMEX,1,3,Positive
2025-12-07,ChatGPT,best business card,Citi,1,1,Negative
2025-10-28,Perplexity,best travel credit card,Capital One,1,1,Negative
2025-04-19,ChatGPT,best cashback card,Chase,1,3,Negative
2024-03-27,Gemini,best travel credit card,AMEX,1,5,Neutral
2024-09-21,Gemini,best business card,Capital One,1,2,Positive
2025-07-01,ChatGPT,best cashback card,AMEX,1,4,Positive
2024-09-25,Claude,best travel credit card,Chase,1,5,Neutral
2025-05-04,Perplexity,best cashback card,Citi,1,3,Neutral
2024-10-29,Gemini,best business card,Citi,1,2,Neutral
2025-05-05,Perplexity,best premium card,AMEX,1,4,Positive
2025-08-11,Perplexity,best cashback card,AMEX,1,2,Neutral
2024-04-26,Claude,best business card,Citi,1,3,Negative
2025-06-01,ChatGPT,best premium card,Capital One,1,2,Neutral
2024-01-25,ChatGPT,best business card,Citi,0,4,Negative
2024-07-30,Perplexity,best cashback card,Capital One,1,5,Neutral
2024-11-24,Claude,best travel credit card,AMEX,1,3,Negative
2025-06-20,Perplexity,best cashback card,Citi,0,2,Positive
2025-08-07,ChatGPT,best cashback card,Citi,1,3,Positive
2024-10-23,Claude,best travel credit card,Chase,1,4,Negative
2025-09-11,Claude,best business card,AMEX,1,4,Negative
2025-11-05,Gemini,best travel credit card,AMEX,1,5,Neutral
2024-02-25,Claude,best premium card,Citi,1,4,Negative
2025-04-11,ChatGPT,best business card,Capital One,1,5,Positive
2024-02-13,ChatGPT,best business card,Citi,1,1,Positive
2024-12-31,Perplexity,best cashback card,Capital One,1,5,Positive
2025-06-01,ChatGPT,best premium card,Citi,1,2,Neutral
2025-02-18,ChatGPT,best premium card,Capital One,0,1,Neutral
2025-05-13,ChatGPT,best cashback card,Capital One,1,4,Neutral
2024-12-17,Perplexity,best travel credit card,Capital One,1,2,Negative
2024-07-19,Gemini,best cashback card,Chase,1,2,Negative
2024-04-30,Gemini,best cashback card,Chase,1,2,Neutral
2025-07-13,Gemini,best business card,Citi,1,4,Negative
2024-12-11,Claude,best cashback card,Citi,1,4,Neutral
2024-01-06,Gemini,best premium card,AMEX,0,2,Neutral
2024-02-06,Claude,best business card,Capital One,1,1,Negative
2025-05-05,Claude,best premium card,Citi,0,2,Positive
2024-08-13,Gemini,best premium card,Capital One,1,4,Negative
2025-01-05,ChatGPT,best cashback card,AMEX,1,4,Neutral
2024-05-28,Gemini,best business card,Capital One,1,5,Neutral
2024-08-21,Claude,best cashback card,AMEX,0,3,Positive
2025-09-29,Claude,best business card,Citi,0,1,Negative
2025-07-17,Claude,best travel credit card,Chase,1,5,Neutral
2024-03-31,Perplexity,best travel credit card,Chase,0,3,Positive
2024-03-07,Perplexity,best cashback card,Citi,1,4,Negative
2025-12-29,Gemini,best travel credit card,Chase,1,3,Negative
2024-02-03,Gemini,best travel credit card,Citi,0,4,Negative
2024-06-27,Claude,best premium card,Citi,1,2,Neutral
2024-05-28,Gemini,best cashback card,Citi,0,1,Neutral
2025-10-01,Gemini,best travel credit card,Citi,1,4,Positive
2025-04-03,Claude,best premium card,Chase,1,4,Positive
2025-02-15,Perplexity,best business card,AMEX,1,4,Negative
2024-01-04,Gemini,best cashback card,Citi,1,3,Positive
2025-11-11,Gemini,best cashback card,Capital One,1,4,Neutral
2024-10-30,ChatGPT,best premium card,Citi,1,2,Neutral
2024-12-06,ChatGPT,best premium card,AMEX,0,5,Neutral
2024-08-16,Perplexity,best premium card,Citi,1,5,Neutral
2024-02-18,Gemini,best premium card,Citi,1,5,Positive
2025-12-04,Gemini,best business card,Capital One,0,4,Neutral
2025-11-25,Gemini,best business card,AMEX,1,2,Neutral
2024-04-16,Claude,best travel credit card,Chase,1,3,Positive
2024-07-14,Gemini,best cashback card,Chase,1,1,Neutral
2024-11-01,Gemini,best travel credit card,Chase,1,3,Negative
2024-07-02,ChatGPT,best cashback card,Citi,1,4,Positive
2024-09-21,Gemini,best cashback card,Chase,1,2,Neutral
2024-12-25,ChatGPT,best cashback card,AMEX,1,1,Positive
2025-10-25,Perplexity,best travel credit card,Chase,1,4,Neutral
2024-04-29,Gemini,best cashback card,Capital One,1,2,Negative
2024-01-29,Claude,best travel credit card,Citi,1,3,Neutral
2025-06-02,Perplexity,best cashback card,Capital One,1,2,Negative
2025-02-05,Perplexity,best premium card,Chase,1,2,Negative
2025-03-25,Gemini,best business card,Capital One,1,3,Negative
2025-07-08,Gemini,best premium card,Citi,1,5,Positive
2025-11-11,ChatGPT,best travel credit card,AMEX,1,1,Negative
2025-06-24,Perplexity,best cashback card,AMEX,1,3,Negative
2025-11-15,ChatGPT,best business card,AMEX,1,1,Negative
2025-08-29,ChatGPT,best premium card,AMEX,1,4,Positive
2025-02-04,Gemini,best travel credit card,Citi,1,4,Negative
2024-06-07,Perplexity,best premium card,AMEX,1,5,Negative
2025-03-29,Claude,best premium card,Citi,1,5,Neutral
2025-05-09,ChatGPT,best business card,Chase,1,3,Negative
2025-02-14,Perplexity,best premium card,Citi,1,3,Positive
2025-02-07,Perplexity,best premium card,Citi,1,1,Neutral
2024-10-28,Perplexity,best cashback card,Chase,0,3,Positive
2025-08-03,Gemini,best cashback card,Capital One,1,5,Neutral
2025-11-02,Gemini,best travel credit card,AMEX,1,5,Negative
2024-03-09,Gemini,best business card,Citi,1,5,Negative
2025-12-26,ChatGPT,best business card,Chase,0,1,Negative
2025-03-24,Gemini,best cashback card,Capital One,0,3,Negative
2025-02-07,Perplexity,best business card,Citi,1,3,Positive
2025-07-16,Perplexity,best business card,Chase,1,1,Negative
2024-11-30,Gemini,best travel credit card,AMEX,1,1,Neutral
2024-09-10,ChatGPT,best business card,AMEX,1,2,Negative
2024-11-26,Gemini,best cashback card,Capital One,0,1,Positive
2025-06-27,Gemini,best cashback card,Chase,1,3,Positive
2024-10-10,Perplexity,best business card,Capital One,0,3,Negative
2024-05-24,Perplexity,best cashback card,Capital One,0,5,Negative
2025-11-04,Claude,best premium card,AMEX,1,5,Negative
2025-11-30,Gemini,best business card,AMEX,1,2,Positive
2025-12-28,Claude,best business card,Citi,0,1,Positive
2024-07-12,Perplexity,best travel credit card,Capital One,1,4,Neutral
2024-03-31,ChatGPT,best premium card,AMEX,1,2,Negative
2024-09-21,ChatGPT,best premium card,Citi,1,1,Positive
2025-07-17,Claude,best travel credit card,AMEX,0,3,Negative
2024-12-04,Perplexity,best business card,Chase,1,2,Negative
2024-06-12,Claude,best travel credit card,Capital One,1,2,Neutral
2025-07-22,Claude,best cashback card,AMEX,1,1,Neutral
2025-01-09,Perplexity,best business card,Citi,1,3,Positive
2025-04-21,Gemini,best travel credit card,Citi,0,1,Neutral
2025-06-06,Gemini,best travel credit card,Citi,1,3,Positive
2024-02-01,Perplexity,best premium card,AMEX,1,3,Negative
2025-11-22,Claude,best travel credit card,AMEX,1,5,Positive
2024-05-04,Perplexity,best premium card,AMEX,1,4,Neutral
2025-04-16,Claude,best travel credit card,AMEX,0,5,Positive
2024-03-04,Perplexity,best premium card,AMEX,1,2,Negative
2024-10-09,Claude,best business card,Citi,1,2,Negative
2024-04-05,Perplexity,best premium card,Capital One,1,1,Negative
2024-04-18,Perplexity,best cashback card,Chase,1,1,Positive
2024-12-29,Perplexity,best business card,Citi,1,1,Negative
2024-05-02,Perplexity,best business card,Chase,1,5,Neutral
2025-01-13,ChatGPT,best premium card,Capital One,1,3,Positive
2024-05-02,Perplexity,best cashback card,AMEX,1,4,Positive
2024-06-24,Gemini,best cashback card,AMEX,0,2,Negative
2024-12-20,Gemini,best premium card,Capital One,1,2,Neutral
2025-12-05,ChatGPT,best business card,Citi,1,1,Positive
2024-04-26,Perplexity,best travel credit card,AMEX,1,5,Positive
2024-10-16,Gemini,best business card,Chase,0,1,Positive
2025-07-07,Perplexity,best business card,Chase,1,5,Negative
2024-12-14,Perplexity,best business card,Capital One,1,3,Neutral
2024-05-25,Claude,best premium card,AMEX,1,1,Positive
2024-07-16,Gemini,best travel credit card,AMEX,1,3,Neutral
2025-10-07,Claude,best cashback card,AMEX,1,2,Negative
2024-08-06,ChatGPT,best travel credit card,AMEX,1,2,Negative
2024-06-15,Perplexity,best travel credit card,Chase,1,2,Neutral
2024-11-06,ChatGPT,best business card,Chase,0,3,Neutral
2025-10-20,Gemini,best travel credit card,AMEX,1,1,Negative
2025-11-08,Claude,best travel credit card,Capital One,0,5,Neutral
2025-01-21,Claude,best cashback card,Capital One,1,5,Neutral
2025-09-18,Gemini,best travel credit card,Chase,1,1,Positive
2025-09-05,ChatGPT,best travel credit card,Capital One,1,4,Neutral
2024-10-02,Claude,best business card,Chase,0,5,Negative
2024-04-30,Gemini,best business card,Chase,1,5,Negative
2024-03-06,Perplexity,best premium card,Citi,0,1,Negative
2024-05-12,Claude,best premium card,Capital One,1,1,Neutral
2024-08-21,Claude,best premium card,Citi,1,1,Neutral
2024-02-22,Claude,best travel credit card,Citi,1,4,Positive
2024-07-23,Gemini,best premium card,AMEX,1,3,Positive
2025-08-03,ChatGPT,best cashback card,AMEX,1,2,Neutral
2024-03-07,ChatGPT,best business card,Chase,1,3,Neutral
2024-11-05,ChatGPT,best business card,Citi,1,3,Neutral
2024-08-22,Gemini,best premium card,AMEX,1,1,Positive
2024-01-19,Gemini,best business card,Chase,1,1,Negative
2025-08-01,ChatGPT,best premium card,Citi,1,1,Negative
2024-05-16,Perplexity,best travel credit card,Citi,1,2,Positive
2024-07-01,Gemini,best travel credit card,AMEX,1,3,Neutral
2024-09-07,ChatGPT,best business card,Chase,1,2,Neutral
2024-01-23,ChatGPT,best cashback card,Citi,1,5,Positive
2024-11-26,Perplexity,best business card,Citi,1,3,Negative
2025-06-04,Gemini,best travel credit card,Capital One,0,2,Positive
2024-02-11,Claude,best cashback card,AMEX,1,2,Negative
2025-08-05,Claude,best business card,Citi,0,4,Positive
2024-01-21,Gemini,best business card,Citi,1,2,Positive
2024-04-21,Gemini,best cashback card,Chase,1,2,Negative
2025-01-13,Perplexity,best travel credit card,Citi,1,4,Neutral
2025-10-11,ChatGPT,best business card,Citi,1,2,Positive
2025-06-05,Claude,best business card,Capital One,1,3,Positive
2024-07-08,Perplexity,best premium card,Capital One,1,1,Neutral
2025-12-05,Perplexity,best travel credit card,Capital One,1,3,Negative
2024-04-09,Perplexity,best cashback card,Capital One,1,1,Positive
2025-08-01,Claude,best cashback card,Citi,1,4,Neutral
2024-12-20,ChatGPT,best premium card,AMEX,1,2,Neutral
2025-05-07,ChatGPT,best cashback card,Citi,1,4,Neutral
2024-01-12,Claude,best cashback card,AMEX,1,4,Negative
2025-08-25,Perplexity,best business card,AMEX,1,4,Positive
2025-12-21,ChatGPT,best cashback card,Citi,0,3,Positive
2024-02-12,Claude,best premium card,Citi,1,4,Neutral
2025-08-24,Gemini,best travel credit card,Citi,1,2,Neutral
2025-11-22,Perplexity,best business card,AMEX,1,5,Neutral
2024-01-02,Gemini,best cashback card,Chase,1,4,Negative
2024-11-27,Claude,best premium card,Capital One,0,1,Positive
2025-11-09,Claude,best premium card,Chase,1,2,Neutral
2025-07-19,ChatGPT,best cashback card,Chase,1,2,Positive
2025-11-10,Gemini,best cashback card,AMEX,1,5,Negative
2024-06-05,Claude,best travel credit card,Capital One,1,2,Negative
2024-03-12,ChatGPT,best premium card,Capital One,0,2,Neutral
2024-09-27,Claude,best travel credit card,Capital One,1,4,Positive
2024-01-26,Gemini,best cashback card,Citi,0,5,Neutral
2025-03-07,Claude,best travel credit card,Citi,1,4,Positive
2025-09-03,Claude,best cashback card,Chase,1,5,Positive
2024-06-17,Perplexity,best travel credit card,AMEX,1,5,Neutral
2024-09-04,Claude,best business card,Citi,0,4,Negative
2024-03-08,Claude,best cashback card,Citi,1,2,Positive
2025-09-17,Claude,best premium card,Chase,0,3,Positive
2025-11-03,Perplexity,best premium card,Citi,1,4,Neutral
2024-05-19,Gemini,best travel credit card,AMEX,1,5,Positive
2025-03-09,Perplexity,best cashback card,Chase,1,4,Neutral
2025-05-15,ChatGPT,best business card,AMEX,1,2,Neutral
2024-07-21,Gemini,best business card,Capital One,1,3,Negative
2024-02-22,ChatGPT,best travel credit card,Chase,1,2,Neutral
2024-06-26,ChatGPT,best business card,AMEX,1,5,Negative
2025-06-25,Gemini,best cashback card,Capital One,1,5,Positive
2025-04-25,Claude,best premium card,Citi,1,5,Neutral
2025-02-18,ChatGPT,best business card,Capital One,0,5,Neutral
2025-08-13,Claude,best cashback card,AMEX,0,3,Positive
2024-11-04,Gemini,best premium card,Citi,1,3,Positive
2025-12-16,ChatGPT,best travel credit card,Capital One,0,5,Positive
2024-07-28,ChatGPT,best business card,Capital One,1,4,Positive
2024-12-20,Gemini,best business card,Chase,1,1,Neutral
2024-07-02,Gemini,best cashback card,Citi,1,4,Negative
2024-06-09,Claude,best business card,Chase,0,4,Negative
2024-06-07,Gemini,best travel credit card,AMEX,1,5,Negative
2025-03-27,Perplexity,best business card,AMEX,1,3,Positive
2024-10-05,Perplexity,best cashback card,AMEX,1,3,Positive
2024-04-10,Claude,best premium card,Capital One,1,4,Positive
2024-06-21,ChatGPT,best business card,Citi,1,4,Negative
2024-04-18,Claude,best cashback card,AMEX,0,4,Positive
2024-12-25,ChatGPT,best travel credit card,Chase,0,5,Neutral
2025-01-07,ChatGPT,best cashback card,Capital One,1,2,Negative
2024-08-17,ChatGPT,best premium card,Citi,1,1,Neutral
2025-12-05,Gemini,best travel credit card,Chase,1,5,Positive
2024-01-10,Claude,best business card,Chase,1,1,Positive
2025-05-14,Claude,best travel credit card,Chase,1,2,Positive
2024-08-09,Claude,best travel credit card,Citi,1,2,Negative
2025-09-25,Claude,best premium card,Capital One,1,5,Neutral
2024-05-01,Perplexity,best business card,AMEX,1,3,Neutral
2024-10-10,ChatGPT,best cashback card,AMEX,1,3,Negative
2024-03-20,ChatGPT,best business card,Chase,0,1,Negative
2025-05-30,Claude,best business card,Capital One,1,3,Neutral
2024-04-26,Gemini,best travel credit card,Capital One,1,4,Negative
2025-11-27,Gemini,best travel credit card,Chase,1,4,Negative
2024-07-14,Perplexity,best cashback card,AMEX,0,2,Negative
2025-06-18,Gemini,best premium card,Capital One,0,5,Positive
2024-12-25,Claude,best travel credit card,AMEX,1,3,Positive
2024-09-08,Perplexity,best business card,Citi,1,2,Positive
2025-03-09,Perplexity,best cashback card,AMEX,0,4,Neutral
2025-08-13,ChatGPT,best business card,Capital One,1,3,Negative
2024-03-17,Gemini,best travel credit card,AMEX,1,3,Positive
2025-06-19,Gemini,best business card,Capital One,1,5,Neutral
2025-03-03,Gemini,best cashback card,Chase,1,3,Positive
2025-07-30,Claude,best premium card,Citi,1,3,Neutral
2024-10-27,ChatGPT,best premium card,Capital One,1,5,Negative
2025-05-12,ChatGPT,best cashback card,Citi,0,1,Negative
2024-12-30,Claude,best travel credit card,Citi,1,3,Negative
2025-12-17,Perplexity,best cashback card,AMEX,1,5,Positive
2025-05-19,ChatGPT,best travel credit card,AMEX,1,2,Neutral
2024-07-02,ChatGPT,best business card,Citi,1,2,Negative
2024-06-27,Perplexity,best cashback card,AMEX,0,4,Neutral
2024-10-12,Gemini,best cashback card,Chase,1,5,Neutral
2025-05-31,ChatGPT,best cashback card,Chase,1,3,Neutral
2024-08-25,Claude,best cashback card,AMEX,0,2,Negative
2025-02-24,ChatGPT,best cashback card,Citi,0,3,Negative
2025-12-20,Gemini,best cashback card,Citi,1,5,Negative
2024-05-28,Gemini,best business card,Chase,1,2,Negative
2024-08-13,Claude,best business card,Capital One,0,4,Negative
2025-09-17,ChatGPT,best business card,Citi,1,2,Negative
2024-05-06,ChatGPT,best travel credit card,Capital One,1,4,Negative
2025-08-04,Gemini,best premium card,AMEX,1,5,Negative
2025-10-07,ChatGPT,best premium card,Citi,0,1,Positive
2024-02-13,Gemini,best business card,Capital One,1,5,Neutral
2025-08-23,Claude,best cashback card,AMEX,1,4,Neutral
2024-12-05,ChatGPT,best premium card,Citi,1,3,Positive
2025-03-24,Gemini,best cashback card,Citi,1,2,Negative
2025-02-18,Claude,best business card,Chase,1,2,Negative
2024-09-09,Perplexity,best cashback card,AMEX,1,4,Positive
2024-03-07,ChatGPT,best premium card,Citi,1,2,Neutral
2024-12-01,Gemini,best premium card,AMEX,1,4,Positive
2025-04-06,Gemini,best premium card,Citi,1,3,Negative
2025-08-01,Perplexity,best travel credit card,Chase,1,1,Neutral
2025-10-07,ChatGPT,best business card,Chase,1,5,Positive
2025-06-04,Claude,best premium card,Capital One,1,3,Neutral
2025-05-03,ChatGPT,best travel credit card,AMEX,1,3,Negative
2024-03-06,Perplexity,best business card,AMEX,1,2,Negative
2024-10-25,Perplexity,best cashback card,Capital One,1,2,Negative
2025-03-19,Gemini,best premium card,Citi,1,1,Positive
2024-11-18,Gemini,best travel credit card,Citi,1,4,Negative
2024-11-28,Claude,best cashback card,AMEX,1,4,Neutral
2024-01-31,Claude,best premium card,Chase,1,3,Neutral
2024-06-16,Perplexity,best premium card,AMEX,1,3,Positive
2024-04-14,Claude,best business card,Chase,0,2,Positive
2024-01-22,Claude,best cashback card,Chase,1,4,Positive
2024-05-04,Claude,best travel credit card,Chase,0,1,Neutral
2025-12-20,Gemini,best premium card,Citi,1,3,Positive
2025-02-22,Perplexity,best premium card,Chase,0,2,Positive
2024-04-09,Gemini,best business card,AMEX,1,5,Neutral
2025-12-05,Claude,best business card,Citi,1,5,Positive
2024-11-22,Gemini,best cashback card,Citi,1,5,Negative
2025-03-09,Perplexity,best cashback card,Citi,1,5,Neutral
2025-09-16,ChatGPT,best travel credit card,Capital One,1,3,Positive
2024-02-09,Claude,best travel credit card,Chase,0,4,Neutral
2025-01-02,ChatGPT,best premium card,Capital One,1,4,Negative
2025-06-06,Claude,best business card,Capital One,1,4,Neutral
2024-02-10,Gemini,best business card,Citi,1,1,Negative
2024-01-04,Claude,best business card,Chase,1,1,Positive
2025-04-17,Gemini,best premium card,Citi,1,4,Negative
2024-01-03,Perplexity,best travel credit card,Chase,0,3,Negative
2025-01-10,Perplexity,best cashback card,Capital One,0,5,Negative
2024-07-15,Gemini,best cashback card,Citi,1,5,Negative
2024-06-10,Perplexity,best business card,Citi,0,4,Neutral
2025-08-10,Gemini,best business card,Capital One,1,2,Neutral
2025-07-18,Gemini,best cashback card,AMEX,1,3,Negative
2024-10-20,Perplexity,best business card,Chase,1,2,Positive
2025-04-07,Claude,best premium card,Citi,1,2,Neutral
2024-12-06,ChatGPT,best premium card,AMEX,1,3,Negative
2024-01-04,Claude,best business card,Chase,1,3,Negative
2025-12-15,Perplexity,best travel credit card,Capital One,1,1,Neutral
2025-01-12,Gemini,best premium card,Capital One,1,1,Positive
2025-08-08,Claude,best cashback card,Capital One,1,5,Negative
2024-10-29,Perplexity,best cashback card,Citi,1,1,Positive
2025-02-14,ChatGPT,best travel credit card,Capital One,0,2,Negative
2024-04-16,Claude,best travel credit card,AMEX,1,3,Negative
2024-10-10,Gemini,best travel credit card,Citi,1,5,Positive
